,name,position,age,market_value,country_from,league_from,club_from,country_to,league_to,club_to,fee,year
207,Willy Boly,Centre-Back,27,5000000,Portugal,Liga NOS,FC Porto,England,Premier League,Wolverhampton Wanderers,12000000,2018
208,Marcelo Saracchi,Left-Back,20,4000000,Argentina,Superliga,CA River Plate,Germany,Bundesliga,RB Leipzig,12000000,2018
209,Francesco Acerbi,Centre-Back,30,10000000,Italy,Serie A,US Sassuolo,Italy,Serie A,SS Lazio,12000000,2018
210,Mikel Merino,Central Midfield,22,12000000,England,Premier League,Newcastle United,Spain,LaLiga,Real Sociedad,12000000,2018
211,Vitinho,Left Winger,24,8000000,Russia,Premier Liga,CSKA Moscow,Brazil,Série A,CR Flamengo,12000000,2018
212,Kévin Malcuit,Right-Back,27,7000000,France,Ligue 1,LOSC Lille,Italy,Serie A,SSC Napoli,12000000,2018
213,Marlon,Centre-Back,22,10000000,Spain,LaLiga,FC Barcelona,Italy,Serie A,US Sassuolo,12000000,2018
214,Souza,Defensive Midfield,29,9000000,Turkey,Süper Lig,Fenerbahce,Saudi Arabia,Saudi Pro League,Al-Ahli Saudi FC,12000000,2018
215,Nemanja Radonjić,Left Winger,22,6000000,Serbia,Super liga,Red Star Belgrade,France,Ligue 1,Olympique Marseille,12000000,2018
216,Emerson Royal,Right-Back,20,50k,Brazil,Série A,Clube Atlético Mineiro,Spain,LaLiga,FC Barcelona,12000000,2018
217,Sardar Azmoun,Centre-Forward,24,9000000,Russia,Premier Liga,Rubin Kazan,Russia,Premier Liga,Zenit St. Petersburg,12000000,2018
218,Cheikhou Kouyaté,Defensive Midfield,28,12000000,England,Premier League,West Ham United,England,Premier League,Crystal Palace,10000000,2018
219,Giuliano,Attacking Midfield,28,12000000,Turkey,Süper Lig,Fenerbahce,Saudi Arabia,Saudi Pro League,Al-Nassr FC,10000000,2018
220,Jonny Otto,Left-Back,24,12000000,Spain,LaLiga,Celta de Vigo,Spain,LaLiga,Atlético de Madrid,7000000,2018
221,Juan Bernat,Left-Back,25,12000000,Germany,Bundesliga,Bayern Munich,France,Ligue 1,Paris Saint-Germain,5000000,2018
222,Aarón Martín,Left-Back,21,12000000,Spain,LaLiga,RCD Espanyol Barcelona,Germany,Bundesliga,1.FSV Mainz 05,3000000,2018
223,Loris Karius,Goalkeeper,25,12000000,England,Premier League,Liverpool FC,Turkey,Süper Lig,Besiktas JK,2000000,2018
224,Denis Suárez,Attacking Midfield,25,12000000,Spain,LaLiga,FC Barcelona,England,Premier League,Arsenal FC,2000000,2018
225,Munir El Haddadi,Centre-Forward,23,12000000,Spain,LaLiga,FC Barcelona,Spain,LaLiga,Sevilla FC,1000000,2018
226,Alex Meret,Goalkeeper,21,12000000,Italy,Serie A,Udinese Calcio,Italy,Serie A,SSC Napoli,loan transfer,2018
227,Sofiane Boufal,Left Winger,24,12000000,England,Premier League,Southampton FC,Spain,LaLiga,Celta de Vigo,loan transfer,2018
228,Jonny Otto,Left-Back,24,12000000,Spain,LaLiga,Atlético de Madrid,England,Premier League,Wolverhampton Wanderers,loan transfer,2018
229,Sergio Rico,Goalkeeper,24,12000000,Spain,LaLiga,Sevilla FC,England,Premier League,Fulham FC,loan transfer,2018
230,Jorge,Left-Back,22,12000000,Monaco,Ligue 1,AS Monaco,Portugal,Liga NOS,FC Porto,loan transfer,2018
231,Manolo Gabbiadini,Centre-Forward,27,10000000,England,Premier League,Southampton FC,Italy,Serie A,UC Sampdoria,11000000,2018
232,Soualiho Meïté,Central Midfield,24,8000000,Monaco,Ligue 1,AS Monaco,Italy,Serie A,Torino FC,11000000,2018
233,Benik Afobe,Centre-Forward,25,10000000,England,Premier League,AFC Bournemouth,England,Premier League,Wolverhampton Wanderers,11000000,2018
234,Josh Murphy,Left Winger,23,1000000,England,Championship,Norwich City,Wales,Premier League,Cardiff City,11000000,2018
235,Jonathan Rodríguez,Centre-Forward,25,3000000,Mexico,Liga MX Clausura,Santos Laguna,Mexico,Liga MX Clausura,CD Cruz Azul,11000000,2018
236,Bobby De Cordova-Reid,Attacking Midfield,25,3000000,England,Championship,Bristol City,Wales,Premier League,Cardiff City,11000000,2018
237,David Brooks,Right Winger,20,5000000,England,Championship,Sheffield United,England,Premier League,AFC Bournemouth,11000000,2018
238,Angus Gunn,Goalkeeper,22,2000000,England,Premier League,Manchester City,England,Premier League,Southampton FC,11000000,2018
239,Nicolás González,Left Winger,20,5000000,Argentina,Superliga,AA Argentinos Juniors,Germany,Bundesliga,VfB Stuttgart,11000000,2018
240,Tom Ince,Right Winger,26,8000000,England,Premier League,Huddersfield Town,England,Championship,Stoke City,11000000,2018
241,Gianluca Lapadula,Centre-Forward,28,7000000,Italy,Serie A,AC Milan,Italy,Serie A,Genoa CFC,11000000,2018
242,Suat Serdar,Central Midfield,21,7000000,Germany,Bundesliga,1.FSV Mainz 05,Germany,Bundesliga,FC Schalke 04,11000000,2018
243,Fodé Ballo-Touré,Left-Back,22,7000000,France,Ligue 1,LOSC Lille,Monaco,Ligue 1,AS Monaco,11000000,2018
244,Ozan Kabak,Centre-Back,18,6000000,Turkey,Süper Lig,Galatasaray,Germany,Bundesliga,VfB Stuttgart,11000000,2018
245,Emmanuel Boateng,Left Winger,22,3000000,Spain,LaLiga,Levante UD,China,Super League,Dalian Yifang,11000000,2018
246,Sergi Darder,Central Midfield,24,11000000,France,Ligue 1,Olympique Lyon,Spain,LaLiga,RCD Espanyol Barcelona,8000000,2018
247,Filip Benkovic,Centre-Back,21,11000000,England,Premier League,Leicester City,Scotland,Premiership,Celtic FC,loan transfer,2018
248,Armando Izzo,Centre-Back,26,8000000,Italy,Serie A,Genoa CFC,Italy,Serie A,Torino FC,10000000,2018
249,Yoshinori Muto,Centre-Forward,26,6000000,Germany,Bundesliga,1.FSV Mainz 05,England,Premier League,Newcastle United,10000000,2018
250,Víctor Dávila,Centre-Forward,21,3000000,Mexico,Liga MX Clausura,Club Necaxa,Mexico,Liga MX Clausura,CF Pachuca,10000000,2018
251,Orbelín Pineda,Central Midfield,22,5000000,Mexico,Liga MX Clausura,Deportivo Guadalajara,Mexico,Liga MX Clausura,CD Cruz Azul,10000000,2018
252,Valentino Lazaro,Right-Back,22,9000000,Austria,Bundesliga,Red Bull Salzburg,Germany,Bundesliga,Hertha BSC,10000000,2018
253,Wout Weghorst,Centre-Forward,25,7000000,Netherlands,Eredivisie,AZ Alkmaar,Germany,Bundesliga,VfL Wolfsburg,10000000,2018
254,Odsonne Edouard,Centre-Forward,20,1000000,France,Ligue 1,Paris Saint-Germain,Scotland,Premiership,Celtic FC,10000000,2018
255,Djaniny,Centre-Forward,27,5000000,Mexico,Liga MX Clausura,Santos Laguna,Saudi Arabia,Saudi Pro League,Al-Ahli Saudi FC,10000000,2018
256,Karim Adeyemi,Left Winger,16,-,Germany,Without League,SpVgg Unterhaching U19,Austria,Bundesliga,Red Bull Salzburg,10000000,2018
257,Danilo Barbosa,Defensive Midfield,22,7000000,Portugal,Liga NOS,SC Braga,France,Ligue 1,OGC Nice,10000000,2018
258,Omar Mascarell,Defensive Midfield,25,8000000,Spain,LaLiga,Real Madrid,Germany,Bundesliga,FC Schalke 04,10000000,2018
259,Daniel Ginczek,Centre-Forward,27,3000000,Germany,Bundesliga,VfB Stuttgart,Germany,Bundesliga,VfL Wolfsburg,10000000,2018
260,Bernardo,Centre-Back,23,6000000,Germany,Bundesliga,RB Leipzig,England,Premier League,Brighton & Hove Albion,10000000,2018
261,Borja Iglesias,Centre-Forward,25,1000000,Spain,LaLiga,Celta de Vigo,Spain,LaLiga,RCD Espanyol Barcelona,10000000,2018
262,Antonio Barreca,Left-Back,23,3000000,Italy,Serie A,Torino FC,Monaco,Ligue 1,AS Monaco,10000000,2018
263,Nemanja Maksimović,Central Midfield,23,5000000,Spain,LaLiga,Valencia CF,Spain,LaLiga,Getafe CF,10000000,2018
264,Santiago Cáseres,Defensive Midfield,21,6000000,Argentina,Superliga,CA Vélez Sarsfield,Spain,LaLiga,Villarreal CF,10000000,2018
265,Adama Diakhaby,Left Winger,22,5000000,Monaco,Ligue 1,AS Monaco,England,Premier League,Huddersfield Town,10000000,2018
266,Jérémie Boga,Left Winger,21,2000000,England,Premier League 2,Chelsea FC U23,Italy,Serie A,US Sassuolo,10000000,2018
267,Myziane Maolida,Left Winger,19,4000000,France,Ligue 1,Olympique Lyon,France,Ligue 1,OGC Nice,10000000,2018
268,Jason Denayer,Centre-Back,23,3000000,England,Premier League,Manchester City,France,Ligue 1,Olympique Lyon,10000000,2018
269,Vicente Iborra,Defensive Midfield,30,9000000,England,Premier League,Leicester City,Spain,LaLiga,Villarreal CF,10000000,2018
270,Aleksandar Prijovic,Centre-Forward,28,6000000,Greece,Super League,PAOK Thessaloniki,Saudi Arabia,Saudi Pro League,Al-Ittihad Club (Jeddah),10000000,2018
271,Yaroslav Rakitskyi,Centre-Back,29,7000000,Ukraine,Premier Liga,Shakhtar Donetsk,Russia,Premier Liga,Zenit St. Petersburg,10000000,2018
272,Nicolae Stanciu,Attacking Midfield,25,4000000,Czech Republic,Fortuna Liga Champ. Gr.,AC Sparta Prague,Saudi Arabia,Saudi Pro League,Al-Ahli Saudi FC,10000000,2018
273,Gabriel Pires,Central Midfield,24,10000000,Spain,LaLiga,CD Leganés,Portugal,Liga NOS,SL Benfica,9000000,2018
274,Pablo Maffeo,Right-Back,20,10000000,England,Premier League,Manchester City,Germany,Bundesliga,VfB Stuttgart,9000000,2018
275,Ramiro Funes Mori,Centre-Back,27,10000000,England,Premier League,Everton FC,Spain,LaLiga,Villarreal CF,9000000,2018
276,Carlos Salcedo,Centre-Back,25,10000000,Germany,Bundesliga,Eintracht Frankfurt,Mexico,Liga MX Clausura,Tigres UANL,8000000,2018
277,Valon Berisha,Central Midfield,25,10000000,Austria,Bundesliga,Red Bull Salzburg,Italy,Serie A,SS Lazio,7000000,2018
278,Mikel Merino,Central Midfield,22,10000000,Germany,Bundesliga,Borussia Dortmund,England,Premier League,Newcastle United,7000000,2018
279,Wahbi Khazri,Centre-Forward,27,10000000,England,League One,Sunderland AFC,France,Ligue 1,AS Saint-Étienne,7000000,2018
280,Carlos Bacca,Centre-Forward,31,10000000,Italy,Serie A,AC Milan,Spain,LaLiga,Villarreal CF,7000000,2018
281,João Moutinho,Central Midfield,31,10000000,Monaco,Ligue 1,AS Monaco,England,Premier League,Wolverhampton Wanderers,5000000,2018
282,Marius Wolf,Right-Back,23,10000000,Germany,Bundesliga,Eintracht Frankfurt,Germany,Bundesliga,Borussia Dortmund,5000000,2018
283,Ante Rebic,Left Winger,24,10000000,Italy,Serie A,ACF Fiorentina,Germany,Bundesliga,Eintracht Frankfurt,4000000,2018
284,Joe Hart,Goalkeeper,31,10000000,England,Premier League,Manchester City,England,Premier League,Burnley FC,3000000,2018
285,Nicolas N'Koulou,Centre-Back,28,10000000,France,Ligue 1,Olympique Lyon,Italy,Serie A,Torino FC,3000000,2018
286,Roberto Inglese,Centre-Forward,26,10000000,Italy,Serie A,SSC Napoli,Italy,Serie A,Parma Calcio 1913,3000000,2018
287,Dwight Gayle,Centre-Forward,28,10000000,England,Premier League,Newcastle United,England,Championship,West Bromwich Albion,2000000,2018
288,Kevin Wimmer,Centre-Back,25,10000000,England,Championship,Stoke City,Germany,Bundesliga,Hannover 96,1000000,2018
289,Grégoire Defrel,Centre-Forward,27,10000000,Italy,Serie A,AS Roma,Italy,Serie A,UC Sampdoria,1000000,2018
290,Henry Onyekuru,Left Winger,21,10000000,England,Premier League,Everton FC,Turkey,Süper Lig,Galatasaray,800k,2018
291,Martin Hinteregger,Centre-Back,26,10000000,Germany,Bundesliga,FC Augsburg,Germany,Bundesliga,Eintracht Frankfurt,800k,2018
292,Steven Zuber,Left Winger,27,10000000,Germany,Bundesliga,TSG 1899 Hoffenheim,Germany,Bundesliga,VfB Stuttgart,600k,2018
293,Marius Wolf,Right-Back,23,10000000,Germany,Bundesliga,Hannover 96,Germany,Bundesliga,Eintracht Frankfurt,500k,2018
294,Kevin Akpoguma,Centre-Back,23,10000000,Germany,Bundesliga,TSG 1899 Hoffenheim,Germany,Bundesliga,Hannover 96,220k,2018
295,Gerson,Central Midfield,21,10000000,Italy,Serie A,AS Roma,Italy,Serie A,ACF Fiorentina,92k,2018
296,Léo Dubois,Right-Back,23,10000000,France,Ligue 1,FC Nantes,France,Ligue 1,Olympique Lyon,free transfer,2018
297,Lukas Hradecky,Goalkeeper,28,10000000,Germany,Bundesliga,Eintracht Frankfurt,Germany,Bundesliga,Bayer 04 Leverkusen,free transfer,2018
298,Andrés Iniesta,Central Midfield,34,10000000,Spain,LaLiga,FC Barcelona,Japan,J1 League,Vissel Kobe,free transfer,2018
299,Yohan Cabaye,Central Midfield,32,10000000,England,Premier League,Crystal Palace,United Arab Emirates,UAE Pro League,Al-Nasr SC (UAE),free transfer,2018
300,Benik Afobe,Centre-Forward,25,10000000,England,Premier League,Wolverhampton Wanderers,England,Championship,Stoke City,loan transfer,2018
301,Wayne Rooney,Centre-Forward,32,10000000,England,Premier League,Everton FC,United States,MLS,D.C. United,free transfer,2018
302,Sandro Ramírez,Centre-Forward,23,10000000,England,Premier League,Everton FC,Spain,LaLiga,Real Sociedad,loan transfer,2018
303,M'Baye Niang,Centre-Forward,23,10000000,Italy,Serie A,Torino FC,France,Ligue 1,Stade Rennais FC,loan transfer,2018
304,Hee-chan Hwang,Centre-Forward,22,10000000,Austria,Bundesliga,Red Bull Salzburg,Germany,2. Bundesliga,Hamburger SV,loan transfer,2018
305,Tammy Abraham,Centre-Forward,20,10000000,England,Premier League,Chelsea FC,England,Championship,Aston Villa,loan transfer,2018
306,Oliver Burke,Centre-Forward,21,10000000,England,Championship,West Bromwich Albion,Scotland,Premiership,Celtic FC,loan transfer,2018
307,Youssef Aït Bennasser,Defensive Midfield,22,10000000,Monaco,Ligue 1,AS Monaco,France,Ligue 1,AS Saint-Étienne,loan transfer,2018
308,Konstantinos Mitroglou,Centre-Forward,30,10000000,France,Ligue 1,Olympique Marseille,Turkey,Süper Lig,Galatasaray,loan transfer,2018
309,Davide Santon,Left-Back,27,3000000,Italy,Serie A,Inter Milan,Italy,Serie A,AS Roma,9000000,2018
310,Róger Guedes,Left Winger,21,9000000,Brazil,Série A,Sociedade Esportiva Palmeiras,China,Super League,Shandong Luneng Taishan,9000000,2018
311,Aleix Vidal,Right Winger,28,7000000,Spain,LaLiga,FC Barcelona,Spain,LaLiga,Sevilla FC,9000000,2018
312,Omar Colley,Centre-Back,25,5000000,Belgium,Jupiler Pro League,KRC Genk,Italy,Serie A,UC Sampdoria,9000000,2018
313,Alejandro Pozuelo,Attacking Midfield,27,8000000,Belgium,Jupiler Pro League,KRC Genk,Canada,MLS,Toronto FC,9000000,2018
314,Giorgian de Arrascaeta,Attacking Midfield,24,9000000,Brazil,Série A,Cruzeiro Esporte Clube,Brazil,Série A,CR Flamengo,15000000,2018
315,Riccardo Saponara,Attacking Midfield,26,9000000,Italy,Serie A,Empoli FC ,Italy,Serie A,ACF Fiorentina,9000000,2018
316,Jordan,Centre-Forward,22,2000000,France,Ligue 1,Stade Reims,France,Ligue 1,Stade Rennais FC,9000000,2018
317,Lukasz Skorupski,Goalkeeper,27,7000000,Italy,Serie A,AS Roma,Italy,Serie A,Bologna FC 1909,9000000,2018
318,Antonino La Gumina,Centre-Forward,22,2000000,Italy,Serie B,US Palermo,Italy,Serie A,Empoli FC ,9000000,2018
319,Robin Olsen,Goalkeeper,28,2000000,Denmark,Superligaen Championship round,FC Copenhagen,Italy,Serie A,AS Roma,9000000,2018
320,Lisandro Magallán,Centre-Back,25,6000000,Argentina,Superliga,CA Boca Juniors,Netherlands,Eredivisie,Ajax Amsterdam,9000000,2018
321,Rabbi Matondo,Right Winger,18,-,England,Premier League 2,Manchester City U23,Germany,Bundesliga,FC Schalke 04,9000000,2018
322,Brian Fernández,Centre-Forward,24,2000000,Mexico,Liga MX Clausura,Club Necaxa,United States,MLS,Portland Timbers,9000000,2018
323,Garry Rodrigues,Left Winger,28,9000000,Turkey,Süper Lig,Galatasaray,Saudi Arabia,Saudi Pro League,Al-Ittihad Club (Jeddah),9000000,2018
324,Rodrigo Caio,Centre-Back,25,9000000,Brazil,Série A,São Paulo Futebol Clube,Brazil,Série A,CR Flamengo,7000000,2018
325,Rémy Cabella,Attacking Midfield,28,9000000,France,Ligue 1,Olympique Marseille,France,Ligue 1,AS Saint-Étienne,6000000,2018
326,Odion Ighalo,Centre-Forward,29,9000000,China,League One,Changchun Yatai,China,Super League,Shanghai Greenland Shenhua,5000000,2018
327,Benedikt Höwedes,Centre-Back,30,9000000,Germany,Bundesliga,FC Schalke 04,Russia,Premier Liga,Lokomotiv Moscow,5000000,2018
328,Juan Fernando Quintero,Attacking Midfield,25,9000000,Portugal,Liga NOS,FC Porto,Argentina,Superliga,CA River Plate,3000000,2018
329,Andrea Petagna,Centre-Forward,23,9000000,Italy,Serie A,Atalanta BC,Italy,Serie A,SPAL,3000000,2018
330,Riccardo Saponara,Attacking Midfield,26,9000000,Italy,Serie A,ACF Fiorentina,Italy,Serie A,UC Sampdoria,2000000,2018
331,Facundo Ferreyra,Centre-Forward,27,9000000,Ukraine,Premier Liga,Shakhtar Donetsk,Portugal,Liga NOS,SL Benfica,free transfer,2018
332,Gustavo Scarpa,Attacking Midfield,24,9000000,Brazil,Série A,Fluminense Football Club,Brazil,Série A,Sociedade Esportiva Palmeiras,free transfer,2018
333,Alexandre Pato,Centre-Forward,29,9000000,China,Super League,Tianjin Tianhai (-2019),Brazil,Série A,São Paulo Futebol Clube,free transfer,2018
334,Nikola Vukcevic,Defensive Midfield,26,7000000,Portugal,Liga NOS,SC Braga,Spain,LaLiga,Levante UD,8000000,2018
335,Guido Pizarro,Defensive Midfield,28,7000000,Spain,LaLiga,Sevilla FC,Mexico,Liga MX Clausura,Tigres UANL,8000000,2018
336,Andriy Lunin,Goalkeeper,19,3000000,Ukraine,Premier Liga,Zorya Lugansk,Spain,LaLiga,Real Madrid,8000000,2018
337,Roger Martínez,Left Winger,24,2000000,Spain,LaLiga,Villarreal CF,Mexico,Liga MX Clausura,CF América,8000000,2018
338,Keno,Left Winger,28,3000000,Brazil,Série A,Sociedade Esportiva Palmeiras,Egypt,Premier League,Pyramids FC,8000000,2018
339,Davide Bettella,Centre-Back,18,1000000,Italy,Serie A,Inter Milan,Italy,Serie A,Atalanta BC,8000000,2018
340,Nordin Amrabat,Right Winger,31,3000000,England,Premier League,Watford FC,Saudi Arabia,Saudi Pro League,Al-Nassr FC,8000000,2018
341,Samuel Kalu,Right Winger,20,5000000,Belgium,Jupiler Pro League,KAA Gent,France,Ligue 1,FC Girondins Bordeaux,8000000,2018
342,Kasim Adams,Centre-Back,23,8000000,Switzerland,Super League,BSC Young Boys,Germany,Bundesliga,TSG 1899 Hoffenheim,8000000,2018
343,Silvan Widmer,Right-Back,25,8000000,Italy,Serie A,Udinese Calcio,Switzerland,Super League,FC Basel 1893,4000000,2018
344,Andriy Lunin,Goalkeeper,19,8000000,Spain,LaLiga,Real Madrid,Spain,LaLiga,CD Leganés,loan transfer,2018
345,Nico Gaitán,Attacking Midfield,31,8000000,China,Super League,Dalian Yifang,United States,MLS,Chicago Fire,free transfer,2018
346,Ben Brereton Díaz,Centre-Forward,19,5000000,England,Championship,Nottingham Forest,England,Championship,Blackburn Rovers,8000000,2018
347,Hassane Bandé,Left Winger,19,7000000,Belgium,Proximus League,KV Mechelen,Netherlands,Eredivisie,Ajax Amsterdam,8000000,2018
348,Anthony Limbombe,Left Winger,24,8000000,Belgium,Jupiler Pro League,Club Brugge KV,France,Ligue 1,FC Nantes,8000000,2018
349,Samuel Gigot,Centre-Back,24,6000000,Belgium,Jupiler Pro League,KAA Gent,Russia,Premier Liga,Spartak Moscow,8000000,2018
350,Lukasz Fabianski,Goalkeeper,33,5000000,Wales,Championship,Swansea City,England,Premier League,West Ham United,8000000,2018
351,Aden Flint,Centre-Back,28,5000000,England,Championship,Bristol City,England,Championship,Middlesbrough FC,8000000,2018
352,Jean-Philippe Mateta,Centre-Forward,21,2000000,France,Ligue 1,Olympique Lyon,Germany,Bundesliga,1.FSV Mainz 05,8000000,2018
353,Mattéo Guendouzi,Central Midfield,19,2000000,France,Ligue 2,FC Lorient,England,Premier League,Arsenal FC,8000000,2018
354,Christian Cueva,Attacking Midfield,26,3000000,Brazil,Série A,São Paulo Futebol Clube,Russia,Premier Liga,FK Krasnodar,8000000,2018
355,Ignacio Pussetto,Right Winger,22,7000000,Argentina,Superliga,CA Huracán,Italy,Serie A,Udinese Calcio,8000000,2018
356,Cristiano Piccini,Centre-Back,25,7000000,Portugal,Liga NOS,Sporting CP,Spain,LaLiga,Valencia CF,8000000,2018
357,Fran Beltrán,Central Midfield,19,2000000,Spain,LaLiga,Rayo Vallecano,Spain,LaLiga,Celta de Vigo,8000000,2018
358,Erling Haaland,Centre-Forward,18,5000000,Norway,Eliteserien,Molde FK,Austria,Bundesliga,Red Bull Salzburg,8000000,2018
359,Bubacarr Sanneh,Centre-Back,23,1000000,Denmark,Superligaen Championship round,FC Midtjylland,Belgium,Jupiler Pro League,RSC Anderlecht,8000000,2018
360,Alexis Mac Allister,Central Midfield,20,5000000,Argentina,Superliga,AA Argentinos Juniors,England,Premier League,Brighton & Hove Albion,8000000,2018
361,Sam Vokes,Centre-Forward,29,6000000,England,Premier League,Burnley FC,England,Championship,Stoke City,8000000,2018
362,Alexandru Mitrita,Left Winger,23,3000000,Romania,Liga 1,Universitatea Craiova,United States,MLS,New York City FC,8000000,2018
363,Khouma Babacar,Centre-Forward,25,8000000,Italy,Serie A,ACF Fiorentina,Italy,Serie A,US Sassuolo,7000000,2018
364,Éder Militão,Centre-Back,20,8000000,Brazil,Série A,São Paulo Futebol Clube,Portugal,Liga NOS,FC Porto,7000000,2018
365,Martín Montoya,Right-Back,27,8000000,Spain,LaLiga,Valencia CF,England,Premier League,Brighton & Hove Albion,7000000,2018
366,Sam Clucas,Central Midfield,27,8000000,Wales,Championship,Swansea City,England,Championship,Stoke City,6000000,2018
367,Federico Fernández,Centre-Back,29,8000000,Wales,Championship,Swansea City,England,Premier League,Newcastle United,6000000,2018
368,Tomás Rincón,Defensive Midfield,30,8000000,Italy,Serie A,Juventus FC,Italy,Serie A,Torino FC,5000000,2018
369,Ole Selnaes,Defensive Midfield,24,8000000,France,Ligue 1,AS Saint-Étienne,China,Super League,Shenzhen FC,5000000,2018
370,Gonzalo Castro,Central Midfield,31,8000000,Germany,Bundesliga,Borussia Dortmund,Germany,Bundesliga,VfB Stuttgart,5000000,2018
371,Jérôme Roussillon,Left-Back,25,8000000,France,Ligue 1,Montpellier HSC,Germany,Bundesliga,VfL Wolfsburg,5000000,2018
372,Sandro Wagner,Centre-Forward,31,8000000,Germany,Bundesliga,Bayern Munich,China,Super League,Tianjin Teda,5000000,2018
373,Omar Mascarell,Defensive Midfield,25,8000000,Germany,Bundesliga,Eintracht Frankfurt,Spain,LaLiga,Real Madrid,4000000,2018
374,Mario Pasalic,Attacking Midfield,23,8000000,England,Premier League,Chelsea FC,Italy,Serie A,Atalanta BC,2000000,2018
375,Bruno Peres,Right-Back,28,8000000,Italy,Serie A,AS Roma,Brazil,Série A,São Paulo Futebol Clube,1000000,2018
376,Kevin-Prince Boateng,Attacking Midfield,31,8000000,Italy,Serie A,US Sassuolo,Spain,LaLiga,FC Barcelona,1000000,2018
377,Jean-Clair Todibo,Centre-Back,19,8000000,France,Ligue 1,FC Toulouse,Spain,LaLiga,FC Barcelona,1000000,2018
378,Luis Muriel,Centre-Forward,27,8000000,Spain,LaLiga,Sevilla FC,Italy,Serie A,ACF Fiorentina,1000000,2018
379,Almamy Touré,Centre-Back,22,8000000,Monaco,Ligue 1,AS Monaco,Germany,Bundesliga,Eintracht Frankfurt,750k,2018
380,Gabriel Barbosa,Centre-Forward,22,8000000,Italy,Serie A,Inter Milan,Brazil,Série A,CR Flamengo,700k,2018
381,Marko Rog,Central Midfield,23,8000000,Italy,Serie A,SSC Napoli,Spain,LaLiga,Sevilla FC,500k,2018
382,Marcano,Centre-Back,31,8000000,Portugal,Liga NOS,FC Porto,Italy,Serie A,AS Roma,free transfer,2018
383,Kevin Trapp,Goalkeeper,28,8000000,France,Ligue 1,Paris Saint-Germain,Germany,Bundesliga,Eintracht Frankfurt,loan transfer,2018
384,Shinji Kagawa,Attacking Midfield,29,8000000,Germany,Bundesliga,Borussia Dortmund,Turkey,Süper Lig,Besiktas JK,loan transfer,2018
385,Joe Worrall,Centre-Back,21,8000000,England,Championship,Nottingham Forest,Scotland,Premiership,Rangers FC,loan transfer,2018
386,Danny Ings,Centre-Forward,26,8000000,England,Premier League,Liverpool FC,England,Premier League,Southampton FC,loan transfer,2018
387,Enes Ünal,Centre-Forward,21,8000000,Spain,LaLiga,Villarreal CF,Spain,LaLiga,Real Valladolid CF,loan transfer,2018
388,Maximilian Wöber,Centre-Back,20,8000000,Netherlands,Eredivisie,Ajax Amsterdam,Spain,LaLiga,Sevilla FC,loan transfer,2018
389,Eric Maxim Choupo-Moting,Centre-Forward,29,8000000,England,Championship,Stoke City,France,Ligue 1,Paris Saint-Germain,free transfer,2018
390,Jordan Hugill,Centre-Forward,26,8000000,England,Premier League,West Ham United,England,Championship,Middlesbrough FC,loan transfer,2018
391,Adrien Thomasson,Attacking Midfield,24,8000000,France,Ligue 1,FC Nantes,France,Ligue 1,RC Strasbourg Alsace,free transfer,2018
392,Jordan Ayew,Centre-Forward,26,8000000,Wales,Championship,Swansea City,England,Premier League,Crystal Palace,loan transfer,2018
393,Denis Cheryshev,Left Winger,27,8000000,Spain,LaLiga,Villarreal CF,Spain,LaLiga,Valencia CF,loan transfer,2018
394,Jonathan Bamba,Left Winger,22,8000000,France,Ligue 1,AS Saint-Étienne,France,Ligue 1,LOSC Lille,free transfer,2018
395,Martin Braithwaite,Centre-Forward,27,8000000,England,Championship,Middlesbrough FC,Spain,LaLiga,CD Leganés,loan transfer,2018
396,Nikola Vlasic,Attacking Midfield,20,8000000,England,Premier League,Everton FC,Russia,Premier Liga,CSKA Moscow,loan transfer,2018
397,Manuel Locatelli,Defensive Midfield,20,8000000,Italy,Serie A,AC Milan,Italy,Serie A,US Sassuolo,loan transfer,2018
398,Alan,Centre-Forward,29,8000000,China,Super League,Guangzhou Evergrande Taobao,China,Super League,Tianjin Tianhai (-2019),loan transfer,2018
399,Stuart Armstrong,Central Midfield,26,2000000,Scotland,Premiership,Celtic FC,England,Premier League,Southampton FC,7000000,2018
400,Patrick Bamford,Centre-Forward,24,4000000,England,Championship,Middlesbrough FC,England,Championship,Leeds United,7000000,2018
401,Nicolás Castillo,Centre-Forward,25,4000000,Mexico,Liga MX Clausura,UNAM Pumas,Portugal,Liga NOS,SL Benfica,7000000,2018
402,George Saville,Central Midfield,25,5000000,England,Championship,Millwall FC,England,Championship,Middlesbrough FC,7000000,2018
403,Pierre Kunde,Central Midfield,22,2000000,Spain,2ª B - Grupo I,Atlético de Madrid B,Germany,Bundesliga,1.FSV Mainz 05,7000000,2018
404,Iván Marcone,Defensive Midfield,28,4000000,Mexico,Liga MX Clausura,CD Cruz Azul,Argentina,Superliga,CA Boca Juniors,7000000,2018
405,Riza Durmisi,Left-Back,24,5000000,Spain,LaLiga,Real Betis Balompié,Italy,Serie A,SS Lazio,7000000,2018
406,Andrea Favilli,Centre-Forward,21,4000000,Italy,Serie B,Ascoli Calcio,Italy,Serie A,Juventus FC,7000000,2018
407,Marcel Tisserand,Centre-Back,25,7000000,Germany,2. Bundesliga,FC Ingolstadt 04,Germany,Bundesliga,VfL Wolfsburg,7000000,2018
