,name,position,age,market_value,country_from,league_from,club_from,country_to,league_to,club_to,fee,year
207,Imrân Louza,Central Midfield,22,12000000,France,Ligue 1,FC Nantes,England,Premier League,Watford FC,10000000,2021
208,Galeno,Left Winger,24,12000000,Portugal,Liga Bwin,SC Braga,Portugal,Liga Bwin,FC Porto,9000000,2021
209,Jean-Clair Todibo,Centre-Back,21,12000000,Spain,LaLiga,FC Barcelona,France,Ligue 1,OGC Nice,8000000,2021
210,Lukas Nmecha,Centre-Forward,22,12000000,England,Premier League,Manchester City,Germany,Bundesliga,VfL Wolfsburg,8000000,2021
211,Alan Velasco,Left Winger,19,12000000,Argentina,Liga Profesional,CA Independiente,United States,MLS,FC Dallas,6000000,2021
212,Xherdan Shaqiri,Attacking Midfield,29,12000000,England,Premier League,Liverpool FC,France,Ligue 1,Olympique Lyon,6000000,2021
213,Steven Berghuis,Attacking Midfield,29,12000000,Netherlands,Eredivisie,Feyenoord Rotterdam,Netherlands,Eredivisie,Ajax Amsterdam,5000000,2021
214,Faitout Maouassa,Left-Back,23,12000000,France,Ligue 1,Stade Rennais FC,Belgium,Jupiler Pro League,Club Brugge KV,4000000,2021
215,Rachid Ghezzal,Right Winger,29,12000000,England,Premier League,Leicester City,Turkey,Süper Lig,Besiktas JK,3000000,2021
216,Kaio Jorge,Centre-Forward,19,12000000,Brazil,Série A,Santos FC,Italy,Serie A,Juventus FC,3000000,2021
217,Mohamed Ihattaren,Attacking Midfield,19,12000000,Netherlands,Eredivisie,PSV Eindhoven,Italy,Serie A,Juventus FC,1000000,2021
218,Bernard,Attacking Midfield,28,12000000,England,Premier League,Everton FC,United Arab Emirates,UAE Pro League,Sharjah FC,1000000,2021
219,Josip Brekalo,Left Winger,23,12000000,Germany,Bundesliga,VfL Wolfsburg,Italy,Serie A,Torino FC,1000000,2021
220,Samuele Ricci,Defensive Midfield,20,12000000,Italy,Serie A,FC Empoli,Italy,Serie A,Torino FC,1000000,2021
221,Ainsley Maitland-Niles,Right Midfield,24,12000000,England,Premier League,Arsenal FC,Italy,Serie A,AS Roma,500k,2021
222,Rui Silva,Goalkeeper,27,12000000,Spain,LaLiga,Granada CF,Spain,LaLiga,Real Betis Balompié,free transfer,2021
223,João Mário,Central Midfield,28,12000000,Italy,Serie A,Inter Milan,Portugal,Liga Bwin,SL Benfica,free transfer,2021
224,Zinho Vanheusden,Centre-Back,21,12000000,Italy,Serie A,Inter Milan,Italy,Serie A,Genoa CFC,loan transfer,2021
225,Andrea Pinamonti,Centre-Forward,22,12000000,Italy,Serie A,Inter Milan,Italy,Serie A,FC Empoli,loan transfer,2021
226,Unai López,Central Midfield,25,12000000,Spain,LaLiga,Athletic Bilbao,Spain,LaLiga,Rayo Vallecano,loan transfer,2021
227,Mohamed Ihattaren,Attacking Midfield,19,12000000,Italy,Serie A,Juventus FC,Italy,Serie A,UC Sampdoria,loan transfer,2021
228,Rafinha,Attacking Midfield,28,12000000,France,Ligue 1,Paris Saint-Germain,Spain,LaLiga,Real Sociedad,loan transfer,2021
229,Cédric Bakambu,Centre-Forward,30,12000000,China,Super League,Beijing Guoan,France,Ligue 1,Olympique Marseille,free transfer,2021
230,Calum Chambers,Centre-Back,27,12000000,England,Premier League,Arsenal FC,England,Premier League,Aston Villa,free transfer,2021
231,Rui Patrício,Goalkeeper,33,10000000,England,Premier League,Wolverhampton Wanderers,Italy,Serie A,AS Roma,11000000,2021
232,Milot Rashica,Right Winger,25,9000000,Germany,2. Bundesliga,SV Werder Bremen,England,Premier League,Norwich City,11000000,2021
233,Leonardo Balerdi,Centre-Back,22,8000000,Germany,Bundesliga,Borussia Dortmund,France,Ligue 1,Olympique Marseille,11000000,2021
234,Jean Lucas,Central Midfield,23,4000000,France,Ligue 1,Olympique Lyon,Monaco,Ligue 1,AS Monaco,11000000,2021
235,Vanderson,Right-Back,20,8000000,Brazil,Série B,Grêmio Foot-Ball Porto Alegrense,Monaco,Ligue 1,AS Monaco,11000000,2021
236,Kacper Kozlowski,Central Midfield,18,10000000,Poland,Ekstraklasa,Pogon Szczecin,England,Premier League,Brighton & Hove Albion,11000000,2021
237,Jean-Philippe Mateta,Centre-Forward,24,5000000,Germany,Bundesliga,1.FSV Mainz 05,England,Premier League,Crystal Palace,11000000,2021
238,Abdallah Sima,Right Winger,20,11000000,Czech Republic,Fortuna Liga,SK Slavia Prague,England,Premier League,Brighton & Hove Albion,8000000,2021
239,Jakub Jankto,Left Midfield,25,11000000,Italy,Serie A,UC Sampdoria,Spain,LaLiga,Getafe CF,6000000,2021
240,Giovanni Simeone,Centre-Forward,26,11000000,Italy,Serie A,Cagliari Calcio,Italy,Serie A,Hellas Verona,1000000,2021
241,Ozan Tufan,Central Midfield,26,11000000,Turkey,Süper Lig,Fenerbahce,England,Premier League,Watford FC,1000000,2021
242,Samuel Gigot,Centre-Back,28,11000000,Russia,Premier Liga,Spartak Moscow,France,Ligue 1,Olympique Marseille,500k,2021
243,Hee-chan Hwang,Centre-Forward,25,11000000,Germany,Bundesliga,RB Leipzig,England,Premier League,Wolverhampton Wanderers,loan transfer,2021
244,Abdallah Sima,Right Winger,20,11000000,England,Premier League,Brighton & Hove Albion,England,Championship,Stoke City,loan transfer,2021
245,Ademola Lookman,Second Striker,23,11000000,Germany,Bundesliga,RB Leipzig,England,Premier League,Leicester City,loan transfer,2021
246,Nadiem Amiri,Central Midfield,25,11000000,Germany,Bundesliga,Bayer 04 Leverkusen,Italy,Serie A,Genoa CFC,loan transfer,2021
247,Samuel Gigot,Centre-Back,28,11000000,France,Ligue 1,Olympique Marseille,Russia,Premier Liga,Spartak Moscow,loan transfer,2021
248,Jordan Larsson,Right Winger,24,11000000,Russia,Premier Liga,Spartak Moscow,Sweden,Allsvenskan,AIK Solna,loan transfer,2021
249,Luiz Araújo,Right Winger,25,10000000,France,Ligue 1,LOSC Lille,United States,MLS,Atlanta United FC,10000000,2021
250,Diego Valdés,Attacking Midfield,27,6000000,Mexico,Liga MX Clausura,Santos Laguna,Mexico,Liga MX Clausura,CF América,10000000,2021
251,Lautaro Valenti,Centre-Back,22,4000000,Argentina,Liga Profesional,Club Atlético Lanús,Italy,Serie B,Parma Calcio 1913,10000000,2021
252,Igor Coronado,Attacking Midfield,28,5000000,United Arab Emirates,UAE Pro League,Sharjah FC,Saudi Arabia,Saudi Pro League,Al-Ittihad Club (Jeddah),10000000,2021
253,Lassina Traoré,Centre-Forward,20,6000000,Netherlands,Eredivisie,Ajax Amsterdam,Ukraine,Premier Liga,Shakhtar Donetsk,10000000,2021
254,Frank Onyeka,Central Midfield,23,6000000,Denmark,Superligaen,FC Midtjylland,England,Premier League,Brentford FC,10000000,2021
255,Yoane Wissa,Left Winger,24,10000000,France,Ligue 1,FC Lorient,England,Premier League,Brentford FC,10000000,2021
256,Jens Cajuste,Defensive Midfield,22,5000000,Denmark,Superligaen,FC Midtjylland,France,Ligue 1,Stade Reims,10000000,2021
257,Daryl Dike,Centre-Forward,21,10000000,United States,MLS,Orlando City SC,England,Championship,West Bromwich Albion,8000000,2021
258,Talisca,Attacking Midfield,27,10000000,China,Super League,Guangzhou FC,Saudi Arabia,Saudi Pro League,Al-Nassr FC,8000000,2021
259,Alban Lafont,Goalkeeper,22,10000000,Italy,Serie A,ACF Fiorentina,France,Ligue 1,FC Nantes,7000000,2021
260,Mitchel Bakker,Left-Back,21,10000000,France,Ligue 1,Paris Saint-Germain,Germany,Bundesliga,Bayer 04 Leverkusen,7000000,2021
261,Marko Arnautovic,Centre-Forward,32,10000000,China,Super League,Shanghai Port,Italy,Serie A,Bologna FC 1909,6000000,2021
262,Mario Lemina,Defensive Midfield,27,10000000,England,Premier League,Southampton FC,France,Ligue 1,OGC Nice,5000000,2021
263,Ludwig Augustinsson,Left-Back,27,10000000,Germany,2. Bundesliga,SV Werder Bremen,Spain,LaLiga,Sevilla FC,5000000,2021
264,Marvin Friedrich,Centre-Back,26,10000000,Germany,Bundesliga,1.FC Union Berlin,Germany,Bundesliga,Borussia Mönchengladbach,5000000,2021
265,Alex Kral,Defensive Midfield,23,10000000,Russia,Premier Liga,Spartak Moscow,England,Premier League,West Ham United,5000000,2021
266,Mergim Berisha,Centre-Forward,23,10000000,Austria,Bundesliga,Red Bull Salzburg,Turkey,Süper Lig,Fenerbahce,5000000,2021
267,Esequiel Barco,Left Winger,22,10000000,United States,MLS,Atlanta United FC,Argentina,Liga Profesional,CA River Plate,4000000,2021
268,Moussa Sissoko,Central Midfield,32,10000000,England,Premier League,Tottenham Hotspur,England,Premier League,Watford FC,3000000,2021
269,Felipe Anderson,Right Winger,28,10000000,England,Premier League,West Ham United,Italy,Serie A,SS Lazio,3000000,2021
270,Reinildo Mandava,Left-Back,28,10000000,France,Ligue 1,LOSC Lille,Spain,LaLiga,Atlético de Madrid,3000000,2021
271,Carlos Rodríguez,Central Midfield,25,10000000,Mexico,Liga MX Clausura,CF Monterrey,Mexico,Liga MX Clausura,CD Cruz Azul,2000000,2021
272,Maxime López,Defensive Midfield,23,10000000,France,Ligue 1,Olympique Marseille,Italy,Serie A,US Sassuolo,2000000,2021
273,Pau López,Goalkeeper,26,10000000,Italy,Serie A,AS Roma,France,Ligue 1,Olympique Marseille,720k,2021
274,Kenedy,Left Winger,25,10000000,England,Premier League,Chelsea FC,Brazil,Série A,CR Flamengo,500k,2021
275,Borja Mayoral,Centre-Forward,24,10000000,Italy,Serie A,AS Roma,Spain,LaLiga,Getafe CF,500k,2021
276,Michy Batshuayi,Centre-Forward,27,10000000,England,Premier League,Chelsea FC,Turkey,Süper Lig,Besiktas JK,150k,2021
277,Moussa Marega,Right Winger,30,10000000,Portugal,Liga Bwin,FC Porto,Saudi Arabia,Saudi Pro League,Al-Hilal Saudi FC,free transfer,2021
278,Vincent Aboubakar,Centre-Forward,29,10000000,Turkey,Süper Lig,Besiktas JK,Saudi Arabia,Saudi Pro League,Al-Nassr FC,free transfer,2021
279,Sergio Ramos,Centre-Back,35,10000000,Spain,LaLiga,Real Madrid,France,Ligue 1,Paris Saint-Germain,free transfer,2021
280,Billy Gilmour,Central Midfield,20,10000000,England,Premier League,Chelsea FC,England,Premier League,Norwich City,loan transfer,2021
281,José Juan Macías,Centre-Forward,21,10000000,Mexico,Liga MX Clausura,Deportivo Guadalajara,Spain,LaLiga,Getafe CF,loan transfer,2021
282,Benjamin Lecomte,Goalkeeper,30,10000000,Monaco,Ligue 1,AS Monaco,Spain,LaLiga,Atlético de Madrid,loan transfer,2021
283,Brandon Williams,Left-Back,20,10000000,England,Premier League,Manchester United,England,Premier League,Norwich City,loan transfer,2021
284,Pape Matar Sarr,Central Midfield,18,10000000,England,Premier League,Tottenham Hotspur,France,Ligue 1,FC Metz,loan transfer,2021
285,Álvaro Odriozola,Right-Back,25,10000000,Spain,LaLiga,Real Madrid,Italy,Serie A,ACF Fiorentina,loan transfer,2021
286,Kang-in Lee,Attacking Midfield,20,10000000,Spain,LaLiga,Valencia CF,Spain,LaLiga,RCD Mallorca,free transfer,2021
287,Florentino,Defensive Midfield,22,10000000,Portugal,Liga Bwin,SL Benfica,Spain,LaLiga,Getafe CF,loan transfer,2021
288,Valentino Lazaro,Right-Back,25,10000000,Italy,Serie A,Inter Milan,Portugal,Liga Bwin,SL Benfica,loan transfer,2021
289,Arnaud Kalimuendo,Centre-Forward,19,10000000,France,Ligue 1,Paris Saint-Germain,France,Ligue 1,RC Lens,loan transfer,2021
290,Nikola Maksimovic,Centre-Back,29,10000000,Italy,Serie A,SSC Napoli,Italy,Serie A,Genoa CFC,free transfer,2021
291,Diogo Leite,Centre-Back,22,10000000,Portugal,Liga Bwin,FC Porto,Portugal,Liga Bwin,SC Braga,loan transfer,2021
292,Hélder Costa,Right Winger,27,10000000,England,Premier League,Leeds United,Spain,LaLiga,Valencia CF,loan transfer,2021
293,Luuk de Jong,Centre-Forward,31,10000000,Spain,LaLiga,Sevilla FC,Spain,LaLiga,FC Barcelona,loan transfer,2021
294,Amine Harit,Attacking Midfield,24,10000000,Germany,2. Bundesliga,FC Schalke 04,France,Ligue 1,Olympique Marseille,loan transfer,2021
295,Kacper Kozlowski,Central Midfield,18,10000000,England,Premier League,Brighton & Hove Albion,Belgium,Jupiler Pro League,Royale Union Saint Gilloise,loan transfer,2021
296,Paul Bernardoni,Goalkeeper,24,10000000,France,Ligue 1,Angers SCO,France,Ligue 1,AS Saint-Étienne,loan transfer,2021
297,Krzysztof Piatek,Centre-Forward,26,10000000,Germany,Bundesliga,Hertha BSC,Italy,Serie A,ACF Fiorentina,loan transfer,2021
298,Gonzalo Villar,Central Midfield,23,10000000,Italy,Serie A,AS Roma,Spain,LaLiga,Getafe CF,loan transfer,2021
299,Anwar El Ghazi,Right Winger,26,10000000,England,Premier League,Aston Villa,England,Premier League,Everton FC,loan transfer,2021
300,Óscar Rodríguez,Attacking Midfield,23,10000000,Spain,LaLiga,Sevilla FC,Spain,LaLiga,Getafe CF,loan transfer,2021
301,Freddie Woodman,Goalkeeper,24,10000000,England,Premier League,Newcastle United,England,Championship,AFC Bournemouth,loan transfer,2021
302,Mahmoud Trezeguet,Left Winger,27,10000000,England,Premier League,Aston Villa,Turkey,Süper Lig,Basaksehir FK,loan transfer,2021
303,Jean-Philippe Gbamin,Defensive Midfield,26,10000000,England,Premier League,Everton FC,Russia,Premier Liga,CSKA Moscow,loan transfer,2021
304,Hannes Wolf,Left Winger,22,8000000,Germany,Bundesliga,RB Leipzig,Germany,Bundesliga,Borussia Mönchengladbach,9000000,2021
305,Josh Sargent,Centre-Forward,21,8000000,Germany,2. Bundesliga,SV Werder Bremen,England,Premier League,Norwich City,9000000,2021
306,Jens Petter Hauge,Right Winger,21,9000000,Italy,Serie A,AC Milan,Germany,Bundesliga,Eintracht Frankfurt,2000000,2021
307,Paulinho,Central Midfield,32,9000000,China,Super League,Guangzhou FC,Saudi Arabia,Saudi Pro League,Al-Ahli Saudi FC,free transfer,2021
308,Ben Gibson,Centre-Back,28,7000000,England,Premier League,Burnley FC,England,Premier League,Norwich City,9000000,2021
309,Pol Lirola,Right-Back,24,9000000,Italy,Serie A,ACF Fiorentina,France,Ligue 1,Olympique Marseille,13000000,2021
310,Kamal Sowah,Right Winger,21,3000000,England,Premier League 2,Leicester City U21,Belgium,Jupiler Pro League,Club Brugge KV,9000000,2021
311,Yacine Adli,Attacking Midfield,21,9000000,France,Ligue 1,FC Girondins Bordeaux,Italy,Serie A,AC Milan,8000000,2021
312,Ante Budimir,Centre-Forward,29,9000000,Spain,LaLiga,RCD Mallorca,Spain,LaLiga,CA Osasuna,8000000,2021
313,Suat Serdar,Central Midfield,24,9000000,Germany,2. Bundesliga,FC Schalke 04,Germany,Bundesliga,Hertha BSC,8000000,2021
314,Toma Basic,Central Midfield,24,9000000,France,Ligue 1,FC Girondins Bordeaux,Italy,Serie A,SS Lazio,7000000,2021
315,Fábio Martins,Left Winger,28,9000000,Portugal,Liga Bwin,SC Braga,United Arab Emirates,UAE Pro League,Al-Wahda FC Abu Dhabi,3000000,2021
316,Marco Silvestri,Goalkeeper,30,9000000,Italy,Serie A,Hellas Verona,Italy,Serie A,Udinese Calcio,2000000,2021
317,Marcos Paulo,Left Winger,20,9000000,Brazil,Série A,Fluminense Football Club,Spain,LaLiga,Atlético de Madrid,free transfer,2021
318,Patrick Cutrone,Centre-Forward,23,9000000,England,Premier League,Wolverhampton Wanderers,Italy,Serie A,FC Empoli,loan transfer,2021
319,Marcos Paulo,Left Winger,20,9000000,Spain,LaLiga,Atlético de Madrid,Portugal,Liga Bwin,FC Famalicão,loan transfer,2021
320,Loren Morón,Centre-Forward,27,9000000,Spain,LaLiga,Real Betis Balompié,Spain,LaLiga,RCD Espanyol Barcelona,loan transfer,2021
321,Willian,Left Winger,33,9000000,England,Premier League,Arsenal FC,Brazil,Série A,Sport Club Corinthians Paulista,free transfer,2021
322,Reiss Nelson,Right Winger,21,9000000,England,Premier League,Arsenal FC,Netherlands,Eredivisie,Feyenoord Rotterdam,loan transfer,2021
323,Yacine Adli,Attacking Midfield,21,9000000,Italy,Serie A,AC Milan,France,Ligue 1,FC Girondins Bordeaux,loan transfer,2021
324,Javairô Dilrosun,Left Winger,23,9000000,Germany,Bundesliga,Hertha BSC,France,Ligue 1,FC Girondins Bordeaux,loan transfer,2021
325,Orbelín Pineda,Central Midfield,25,9000000,Mexico,Liga MX Clausura,CD Cruz Azul,Spain,LaLiga,Celta de Vigo,free transfer,2021
326,Viktor Claesson,Left Winger,30,9000000,Russia,Premier Liga,FK Krasnodar,Denmark,Superligaen,FC Copenhagen,free transfer,2021
327,Renan,Centre-Back,19,9000000,Brazil,Série A,Sociedade Esportiva Palmeiras,Brazil,Série A,Red Bull Bragantino,loan transfer,2021
328,Taiwo Awoniyi,Centre-Forward,23,5000000,England,Premier League,Liverpool FC,Germany,Bundesliga,1.FC Union Berlin,8000000,2021
329,Marcos André,Centre-Forward,24,3000000,Spain,LaLiga SmartBank,Real Valladolid CF,Spain,LaLiga,Valencia CF,8000000,2021
330,Tajon Buchanan,Right Winger,22,8000000,United States,MLS,New England Revolution,Belgium,Jupiler Pro League,Club Brugge KV,6000000,2021
331,Aaron Boupendza,Centre-Forward,25,8000000,Turkey,Süper Lig,Hatayspor,Qatar,Stars League,Al-Arabi SC,4000000,2021
332,Christian Kouamé,Centre-Forward,23,8000000,Italy,Serie A,ACF Fiorentina,Belgium,Jupiler Pro League,RSC Anderlecht,1000000,2021
333,Fedor Chalov,Centre-Forward,23,8000000,Russia,Premier Liga,CSKA Moscow,Switzerland,Super League,FC Basel 1893,300k,2021
334,Marin Pongracic,Centre-Back,23,8000000,Germany,Bundesliga,VfL Wolfsburg,Germany,Bundesliga,Borussia Dortmund,loan transfer,2021
335,Eddie Salcedo,Centre-Forward,19,8000000,Italy,Serie A,Inter Milan,Italy,Serie A,Genoa CFC,loan transfer,2021
336,Jérôme Boateng,Centre-Back,32,8000000,Germany,Bundesliga,Bayern Munich,France,Ligue 1,Olympique Lyon,free transfer,2021
337,Erick Pulgar,Defensive Midfield,28,8000000,Italy,Serie A,ACF Fiorentina,Turkey,Süper Lig,Galatasaray,loan transfer,2021
338,Andreas Cornelius,Centre-Forward,28,6000000,Italy,Serie A,Atalanta BC,Italy,Serie B,Parma Calcio 1913,8000000,2021
339,Aster Vranckx,Central Midfield,18,6000000,Belgium,Jupiler Pro League,KV Mechelen,Germany,Bundesliga,VfL Wolfsburg,8000000,2021
340,Nuno Tavares,Left-Back,21,7000000,Portugal,Liga Bwin,SL Benfica,England,Premier League,Arsenal FC,8000000,2021
341,José Sá,Goalkeeper,28,7000000,Greece,Super League 1,Olympiacos Piraeus,England,Premier League,Wolverhampton Wanderers,8000000,2021
342,Matteo Lovato,Centre-Back,21,7000000,Italy,Serie A,Hellas Verona,Italy,Serie A,Atalanta BC,8000000,2021
343,Rodrigo Muniz,Centre-Forward,20,3000000,Brazil,Série A,CR Flamengo,England,Championship,Fulham FC,8000000,2021
344,Shamar Nicholson,Centre-Forward,24,6000000,Belgium,Jupiler Pro League,RSC Charleroi,Russia,Premier Liga,Spartak Moscow,8000000,2021
345,Júnior Alonso,Centre-Back,28,7000000,Brazil,Série A,Clube Atlético Mineiro,Russia,Premier Liga,FK Krasnodar,8000000,2021
346,Ivan Ilić,Central Midfield,20,8000000,England,Premier League 2,Manchester City U23,Italy,Serie A,Hellas Verona,7000000,2021
347,Niklas Dorsch,Defensive Midfield,23,8000000,Belgium,Jupiler Pro League,KAA Gent,Germany,Bundesliga,FC Augsburg,7000000,2021
348,Xherdan Shaqiri,Attacking Midfield,30,8000000,France,Ligue 1,Olympique Lyon,United States,MLS,Chicago Fire FC,7000000,2021
349,Piero Hincapié,Centre-Back,19,8000000,Argentina,Liga Profesional,Club Atlético Talleres,Germany,Bundesliga,Bayer 04 Leverkusen,6000000,2021
350,Davide Zappacosta,Right-Back,29,8000000,England,Premier League,Chelsea FC,Italy,Serie A,Atalanta BC,6000000,2021
351,Jonathan Rodríguez,Centre-Forward,28,8000000,Mexico,Liga MX Clausura,CD Cruz Azul,Saudi Arabia,Saudi Pro League,Al-Nassr FC,5000000,2021
352,Gaël Kakuta,Attacking Midfield,30,8000000,France,Ligue 2,Amiens SC,France,Ligue 1,RC Lens,5000000,2021
353,Florian Müller,Goalkeeper,23,8000000,Germany,Bundesliga,1.FSV Mainz 05,Germany,Bundesliga,VfB Stuttgart,5000000,2021
354,Esteban Andrada,Goalkeeper,30,8000000,Argentina,Liga Profesional,CA Boca Juniors,Mexico,Liga MX Clausura,CF Monterrey,5000000,2021
355,Pablo,Centre-Back,30,8000000,Russia,Premier Liga,Lokomotiv Moscow,Brazil,Série A,CR Flamengo,2000000,2021
356,Jefferson Savarino,Right Winger,25,8000000,Brazil,Série A,Clube Atlético Mineiro,United States,MLS,Real Salt Lake City,2000000,2021
357,Demarai Gray,Left Winger,25,8000000,Germany,Bundesliga,Bayer 04 Leverkusen,England,Premier League,Everton FC,2000000,2021
358,Andreas Pereira,Attacking Midfield,25,8000000,England,Premier League,Manchester United,Brazil,Série A,CR Flamengo,1000000,2021
359,Adolfo Gaich,Centre-Forward,22,8000000,Russia,Premier Liga,CSKA Moscow,Spain,LaLiga SmartBank,SD Huesca,600k,2021
360,Axel Tuanzebe,Centre-Back,24,8000000,England,Premier League,Manchester United,Italy,Serie A,SSC Napoli,600k,2021
361,Yusuf Demir,Right Winger,18,8000000,Austria,Bundesliga,Rapid Vienna,Spain,LaLiga,FC Barcelona,500k,2021
362,Simy,Centre-Forward,29,8000000,Italy,Serie B,FC Crotone,Italy,Serie A,US Salernitana 1919,500k,2021
363,Wanderson,Left Winger,27,8000000,Russia,Premier Liga,FK Krasnodar,Brazil,Série A,Sport Club Internacional,250k,2021
364,Ryan Bertrand,Left-Back,31,8000000,England,Premier League,Southampton FC,England,Premier League,Leicester City,free transfer,2021
365,Aïssa Mandi,Centre-Back,29,8000000,Spain,LaLiga,Real Betis Balompié,Spain,LaLiga,Villarreal CF,free transfer,2021
366,Davy Pröpper,Central Midfield,29,8000000,England,Premier League,Brighton & Hove Albion,Netherlands,Eredivisie,PSV Eindhoven,free transfer,2021
367,Marko Dmitrović,Goalkeeper,29,8000000,Spain,LaLiga SmartBank,SD Eibar,Spain,LaLiga,Sevilla FC,free transfer,2021
368,Joshua King,Centre-Forward,29,8000000,England,Premier League,Everton FC,England,Premier League,Watford FC,free transfer,2021
369,Joshua Zirkzee,Centre-Forward,20,8000000,Germany,Bundesliga,Bayern Munich,Belgium,Jupiler Pro League,RSC Anderlecht,loan transfer,2021
370,Axel Tuanzebe,Centre-Back,23,8000000,England,Premier League,Manchester United,England,Premier League,Aston Villa,loan transfer,2021
371,Manu Sánchez,Left-Back,20,8000000,Spain,LaLiga,Atlético de Madrid,Spain,LaLiga,CA Osasuna,loan transfer,2021
372,Keita Baldé,Centre-Forward,26,8000000,Monaco,Ligue 1,AS Monaco,Italy,Serie A,Cagliari Calcio,free transfer,2021
373,Steven Nzonzi,Defensive Midfield,32,8000000,Italy,Serie A,AS Roma,Qatar,Stars League,Al-Rayyan SC,free transfer,2021
374,Stefano Sensi,Central Midfield,26,8000000,Italy,Serie A,Inter Milan,Italy,Serie A,UC Sampdoria,loan transfer,2021
375,Lys Mousset,Centre-Forward,25,8000000,England,Championship,Sheffield United,Italy,Serie A,US Salernitana 1919,loan transfer,2021
376,Nathaniel Phillips,Centre-Back,24,8000000,England,Premier League,Liverpool FC,England,Championship,AFC Bournemouth,loan transfer,2021
377,Neco Williams,Right-Back,20,8000000,England,Premier League,Liverpool FC,England,Championship,Fulham FC,loan transfer,2021
378,Gedson Fernandes,Central Midfield,23,8000000,Portugal,Liga Bwin,SL Benfica,Turkey,Süper Lig,Caykur Rizespor,loan transfer,2021
379,Pizzi,Attacking Midfield,32,8000000,Portugal,Liga Bwin,SL Benfica,Turkey,Süper Lig,Basaksehir FK,loan transfer,2021
380,Strahinja Pavlovic,Centre-Back,20,8000000,Monaco,Ligue 1,AS Monaco,Switzerland,Super League,FC Basel 1893,loan transfer,2021
381,Rémy Cabella,Attacking Midfield,32,8000000,Russia,Premier Liga,FK Krasnodar,France,Ligue 1,Montpellier HSC,free transfer,2021
382,Michael,Left Winger,25,7000000,Brazil,Série A,CR Flamengo,Saudi Arabia,Saudi Pro League,Al-Hilal Saudi FC,7000000,2021
383,Dimitrios Giannoulis,Left-Back,25,7000000,Greece,Super League 1,PAOK Thessaloniki,England,Premier League,Norwich City,7000000,2021
384,Maximilian Philipp,Second Striker,27,7000000,Russia,Premier Liga,Dynamo Moscow,Germany,Bundesliga,VfL Wolfsburg,7000000,2021
385,Denis Makarov,Right Midfield,23,4000000,Russia,Premier Liga,Rubin Kazan,Russia,Premier Liga,Dynamo Moscow,7000000,2021
386,Lyanco,Centre-Back,24,5000000,Italy,Serie A,Torino FC,England,Premier League,Southampton FC,7000000,2021
387,Amine Adli,Right Winger,21,6000000,France,Ligue 2,FC Toulouse,Germany,Bundesliga,Bayer 04 Leverkusen,7000000,2021
388,Erik Botheim,Centre-Forward,21,4000000,Norway,Eliteserien,FK Bodø/Glimt,Russia,Premier Liga,FK Krasnodar,7000000,2021
389,Sebastián Driussi,Attacking Midfield,25,7000000,Russia,Premier Liga,Zenit St. Petersburg,United States,MLS,Austin FC,6000000,2021
390,David Zima,Centre-Back,20,7000000,Czech Republic,Fortuna Liga,SK Slavia Prague,Italy,Serie A,Torino FC,5000000,2021
391,Maximilian Eggestein,Central Midfield,24,7000000,Germany,2. Bundesliga,SV Werder Bremen,Germany,Bundesliga,SC Freiburg,5000000,2021
392,Germán Pezzella,Centre-Back,30,7000000,Italy,Serie A,ACF Fiorentina,Spain,LaLiga,Real Betis Balompié,3000000,2021
393,Tonny Vilhena,Central Midfield,27,7000000,Russia,Premier Liga,FK Krasnodar,Spain,LaLiga,RCD Espanyol Barcelona,500k,2021
394,Valentin Rosier,Right-Back,24,7000000,Portugal,Liga Bwin,Sporting CP,Turkey,Süper Lig,Besiktas JK,300k,2021
395,Brian Brobbey,Centre-Forward,19,7000000,Netherlands,Keuken Kampioen Divisie,Ajax Amsterdam U21,Germany,Bundesliga,RB Leipzig,free transfer,2021
396,Yairo Moreno,Left-Back,26,7000000,Mexico,Liga MX Clausura,Club León FC,Mexico,Liga MX Clausura,CF Pachuca,loan transfer,2021
397,Robin Quaison,Centre-Forward,27,7000000,Germany,Bundesliga,1.FSV Mainz 05,Saudi Arabia,Saudi Pro League,Ettifaq FC,free transfer,2021
398,Matías Pellegrini,Left Winger,21,7000000,United States,MLS,Inter Miami CF,Argentina,Liga Profesional,Club Estudiantes de La Plata,loan transfer,2021
399,Róger Guedes,Left Winger,24,7000000,China,Super League,Shandong Taishan,Brazil,Série A,Sport Club Corinthians Paulista,free transfer,2021
400,Chris Richards,Centre-Back,21,7000000,Germany,Bundesliga,Bayern Munich,Germany,Bundesliga,TSG 1899 Hoffenheim,loan transfer,2021
401,Brian Brobbey,Centre-Forward,19,7000000,Germany,Bundesliga,RB Leipzig,Netherlands,Eredivisie,Ajax Amsterdam,loan transfer,2021
402,Marco Richter,Right Winger,23,5000000,Germany,Bundesliga,FC Augsburg,Germany,Bundesliga,Hertha BSC,7000000,2021
403,Jesper Lindström,Attacking Midfield,21,7000000,Denmark,Superligaen,Bröndby IF,Germany,Bundesliga,Eintracht Frankfurt,7000000,2021
404,Victor Nelsson,Centre-Back,22,3000000,Denmark,Superligaen,FC Copenhagen,Turkey,Süper Lig,Galatasaray,7000000,2021
405,Will Hughes,Central Midfield,26,7000000,England,Premier League,Watford FC,England,Premier League,Crystal Palace,7000000,2021
