,name,position,age,market_value,country_from,league_from,club_from,country_to,league_to,club_to,fee,year
208,Luka Jović,Centre-Forward,24,16000000,Spain,LaLiga,Real Madrid,Italy,Serie A,ACF Fiorentina,free transfer,2022
209,Bertrand Traoré,Right Winger,26,16000000,England,Premier League,Aston Villa,Turkey,Süper Lig,Basaksehir FK,loan transfer,2022
210,Dele Alli,Attacking Midfield,26,16000000,England,Premier League,Everton FC,Turkey,Süper Lig,Besiktas JK,loan transfer,2022
211,Diadié Samassékou,Defensive Midfield,26,16000000,Germany,Bundesliga,TSG 1899 Hoffenheim,Greece,Super League 1,Olympiacos Piraeus,loan transfer,2022
212,Yuri Alberto,Centre-Forward,21,16000000,Russia,Premier Liga,Zenit St. Petersburg,Brazil,Paulistão A1 - Primeira fase,Sport Club Corinthians Paulista,free transfer,2022
213,Cheick Doucouré,Defensive Midfield,22,15000000,France,Ligue 1,RC Lens,England,Premier League,Crystal Palace,22000000,2022
214,Roman Yaremchuk,Centre-Forward,26,15000000,Portugal,Liga Portugal,SL Benfica,Belgium,Jupiler Pro League,Club Brugge KV,17000000,2022
215,Takumi Minamino,Left Winger,27,12000000,England,Premier League,Liverpool FC,Monaco,Ligue 1,AS Monaco,15000000,2022
216,Mikkel Damsgaard,Left Winger,22,15000000,Italy,Serie A,UC Sampdoria,England,Premier League,Brentford FC,15000000,2022
217,Cesare Casadei,Central Midfield,19,1000000,Italy,Primavera 1,Inter Milan Primavera,England,Premier League 2,Chelsea FC U21,15000000,2022
218,Éverton,Left Winger,26,15000000,Portugal,Liga Portugal,SL Benfica,Brazil,Série A,CR Flamengo,14000000,2022
219,Rasmus Kristensen,Right-Back,24,15000000,Austria,Bundesliga,Red Bull Salzburg,England,Premier League,Leeds United,13000000,2022
220,Orel Mangala,Central Midfield,24,15000000,Germany,Bundesliga,VfB Stuttgart,England,Premier League,Nottingham Forest,13000000,2022
221,Breel Embolo,Centre-Forward,25,15000000,Germany,Bundesliga,Borussia Mönchengladbach,Monaco,Ligue 1,AS Monaco,12000000,2022
222,Pierre-Emerick Aubameyang,Centre-Forward,33,15000000,Spain,LaLiga,FC Barcelona,England,Premier League,Chelsea FC,12000000,2022
223,Khvicha Kvaratskhelia,Left Winger,21,15000000,Georgia,Crystalbet Erovnuli Liga,Dinamo Batumi,Italy,Serie A,SSC Napoli,11000000,2022
224,Nick Pope,Goalkeeper,30,15000000,England,Championship,Burnley FC,England,Premier League,Newcastle United,11000000,2022
225,Momo Cho,Centre-Forward,18,15000000,France,Ligue 1,Angers SCO,Spain,LaLiga,Real Sociedad,11000000,2022
226,Mattias Svanberg,Central Midfield,23,15000000,Italy,Serie A,Bologna FC 1909,Germany,Bundesliga,VfL Wolfsburg,9000000,2022
227,Azzedine Ounahi,Central Midfield,22,15000000,France,Ligue 1,Angers SCO,France,Ligue 1,Olympique Marseille,8000000,2022
228,Jonathan Clauss,Right-Back,29,15000000,France,Ligue 1,RC Lens,France,Ligue 1,Olympique Marseille,7000000,2022
229,Arthur Theate,Centre-Back,22,15000000,Belgium,Jupiler Pro League,KV Oostende,Italy,Serie A,Bologna FC 1909,6000000,2022
230,Konstantinos Mavropanos,Centre-Back,24,15000000,England,Premier League,Arsenal FC,Germany,Bundesliga,VfB Stuttgart,3000000,2022
231,Terem Moffi,Centre-Forward,23,15000000,France,Ligue 1,FC Lorient,France,Ligue 1,OGC Nice,2000000,2022
232,Héctor Bellerín,Right-Back,27,15000000,Spain,LaLiga,FC Barcelona,Portugal,Liga Portugal,Sporting CP,1000000,2022
233,Alexandre Lacazette,Centre-Forward,31,15000000,England,Premier League,Arsenal FC,France,Ligue 1,Olympique Lyon,free transfer,2022
234,Corentin Tolisso,Central Midfield,27,15000000,Germany,Bundesliga,Bayern Munich,France,Ligue 1,Olympique Lyon,free transfer,2022
235,Fábio Silva,Centre-Forward,20,15000000,England,Premier League,Wolverhampton Wanderers,Belgium,Jupiler Pro League,RSC Anderlecht,loan transfer,2022
236,Nuno Tavares,Left-Back,22,15000000,England,Premier League,Arsenal FC,France,Ligue 1,Olympique Marseille,loan transfer,2022
237,Harry Winks,Defensive Midfield,26,15000000,England,Premier League,Tottenham Hotspur,Italy,Serie A,UC Sampdoria,loan transfer,2022
238,Amad Diallo,Right Winger,20,15000000,England,Premier League,Manchester United,England,Championship,Sunderland AFC,loan transfer,2022
239,Justin Kluivert,Left Winger,23,15000000,Italy,Serie A,AS Roma,Spain,LaLiga,Valencia CF,loan transfer,2022
240,Albert Sambi Lokonga,Central Midfield,23,15000000,England,Premier League,Arsenal FC,England,Premier League,Crystal Palace,loan transfer,2022
241,Emmanuel Dennis,Centre-Forward,24,14000000,England,Championship,Watford FC,England,Premier League,Nottingham Forest,14000000,2022
242,Djed Spence,Right-Back,21,8000000,England,Championship,Middlesbrough FC,England,Premier League,Tottenham Hotspur,14000000,2022
243,Diego Rossi,Left Winger,24,14000000,United States,MLS,Los Angeles FC,Turkey,Süper Lig,Fenerbahce,5000000,2022
244,Emerson,Left-Back,28,14000000,England,Premier League,Chelsea FC,England,Premier League,West Ham United,15000000,2022
245,Gavin Bazunu,Goalkeeper,20,5000000,England,Premier League 2,Manchester City U21,England,Premier League,Southampton FC,14000000,2022
246,Mohamed Bayo,Centre-Forward,24,12000000,France,Ligue 1,Clermont Foot 63,France,Ligue 1,LOSC Lille,14000000,2022
247,Victor Kristiansen,Left-Back,20,4000000,Denmark,Superligaen,FC Copenhagen,England,Premier League,Leicester City,14000000,2022
248,Marcão,Centre-Back,26,14000000,Turkey,Süper Lig,Galatasaray,Spain,LaLiga,Sevilla FC,12000000,2022
249,Wout Weghorst,Centre-Forward,30,14000000,England,Championship,Burnley FC,England,Premier League,Manchester United,2000000,2022
250,Sebastian Szymanski,Attacking Midfield,23,14000000,Russia,Premier Liga,Dynamo Moscow,Netherlands,Eredivisie,Feyenoord Rotterdam,2000000,2022
251,Wout Weghorst,Centre-Forward,29,14000000,England,Championship,Burnley FC,Turkey,Süper Lig,Besiktas JK,loan transfer,2022
252,Walter Benítez,Goalkeeper,29,14000000,France,Ligue 1,OGC Nice,Netherlands,Eredivisie,PSV Eindhoven,free transfer,2022
253,Kayky,Right Winger,19,14000000,England,Premier League 2,Manchester City U21,Portugal,Liga Portugal,FC Paços de Ferreira,loan transfer,2022
254,Yangel Herrera,Central Midfield,24,14000000,England,Premier League,Manchester City,Spain,LaLiga,Girona FC,loan transfer,2022
255,Jason Denayer,Centre-Back,27,14000000,France,Ligue 1,Olympique Lyon,United Arab Emirates,UAE Pro League,FC Shabab Al-Ahli Dubai,free transfer,2022
256,Carlos Alcaraz,Central Midfield,20,8000000,Argentina,Liga Profesional,Racing Club,England,Premier League,Southampton FC,13000000,2022
257,Éderson,Central Midfield,22,13000000,Italy,Serie A,US Salernitana 1919,Italy,Serie A,Atalanta BC,21000000,2022
258,Sékou Mara,Centre-Forward,19,3000000,France,Ligue 2,FC Girondins Bordeaux,England,Premier League,Southampton FC,13000000,2022
259,Sergio Gómez,Left-Back,21,10000000,Belgium,Jupiler Pro League,RSC Anderlecht,England,Premier League,Manchester City,13000000,2022
260,Fredrik Aursnes,Defensive Midfield,26,12000000,Netherlands,Eredivisie,Feyenoord Rotterdam,Portugal,Liga Portugal,SL Benfica,13000000,2022
261,Lucas Gourna-Douath,Defensive Midfield,18,10000000,France,Ligue 2,AS Saint-Étienne,Austria,Bundesliga,Red Bull Salzburg,13000000,2022
262,Mattia Viti,Centre-Back,20,7000000,Italy,Serie A,FC Empoli,France,Ligue 1,OGC Nice,13000000,2022
263,Sasa Lukic,Central Midfield,26,13000000,Italy,Serie A,Torino FC,England,Premier League,Fulham FC,9000000,2022
264,Salih Özcan,Defensive Midfield,24,13000000,Germany,Bundesliga,1. FC Köln,Germany,Bundesliga,Borussia Dortmund,5000000,2022
265,Djed Spence,Right-Back,22,13000000,England,Premier League,Tottenham Hotspur,France,Ligue 1,Stade Rennais FC,loan transfer,2022
266,Fábio Silva,Centre-Forward,20,13000000,England,Premier League,Wolverhampton Wanderers,Netherlands,Eredivisie,PSV Eindhoven,loan transfer,2022
267,Ivan Ilić,Central Midfield,21,13000000,Italy,Serie A,Hellas Verona,Italy,Serie A,Torino FC,loan transfer,2022
268,James Rodríguez,Attacking Midfield,31,13000000,Qatar,Stars League,Al-Rayyan SC,Greece,Super League 1,Olympiacos Piraeus,free transfer,2022
269,Calvin Stengs,Right Winger,23,13000000,France,Ligue 1,OGC Nice,Belgium,Jupiler Pro League,Royal Antwerp FC,loan transfer,2022
270,Ethan Ampadu,Centre-Back,21,13000000,England,Premier League,Chelsea FC,Italy,Serie A,Spezia Calcio,loan transfer,2022
271,Andrey Santos,Central Midfield,18,10000000,Brazil,Carioca - Taça Guanabara,Clube de Regatas Vasco da Gama,England,Premier League,Chelsea FC,12000000,2022
272,Roméo Lavia,Defensive Midfield,18,2000000,England,Premier League 2,Manchester City U21,England,Premier League,Southampton FC,12000000,2022
273,Fernando Gorriarán,Central Midfield,28,9000000,Mexico,Liga MX Clausura,Santos Laguna,Mexico,Liga MX Clausura,Tigres UANL,12000000,2022
274,Pau López,Goalkeeper,27,12000000,Italy,Serie A,AS Roma,France,Ligue 1,Olympique Marseille,12000000,2022
275,Marc Roca,Defensive Midfield,25,7000000,Germany,Bundesliga,Bayern Munich,England,Premier League,Leeds United,12000000,2022
276,Agustín Álvarez,Centre-Forward,21,4000000,Uruguay,Primera División Clausura,CA Peñarol,Italy,Serie A,US Sassuolo,12000000,2022
277,Chris Richards,Centre-Back,22,7000000,Germany,Bundesliga,Bayern Munich,England,Premier League,Crystal Palace,12000000,2022
278,Alexis Beka Beka,Defensive Midfield,21,3000000,Russia,Premier Liga,Lokomotiv Moscow,France,Ligue 1,OGC Nice,12000000,2022
279,Stanley Nsoki,Centre-Back,23,7000000,Belgium,Jupiler Pro League,Club Brugge KV,Germany,Bundesliga,TSG 1899 Hoffenheim,12000000,2022
280,David Datro Fofana,Centre-Forward,20,7000000,Norway,Eliteserien,Molde FK,England,Premier League,Chelsea FC,12000000,2022
281,Maximilian Wöber,Centre-Back,24,12000000,Austria,Bundesliga,Red Bull Salzburg,England,Premier League,Leeds United,12000000,2022
282,Naouirou Ahamada,Central Midfield,20,5000000,Germany,Bundesliga,VfB Stuttgart,England,Premier League,Crystal Palace,12000000,2022
283,Gabriel Veron,Left Winger,19,12000000,Brazil,Série A,Sociedade Esportiva Palmeiras,Portugal,Liga Portugal,FC Porto,10000000,2022
284,Luís Maximiano,Goalkeeper,23,12000000,Spain,LaLiga2,Granada CF,Italy,Serie A,SS Lazio,10000000,2022
285,Willian José,Centre-Forward,30,12000000,Spain,LaLiga,Real Sociedad,Spain,LaLiga,Real Betis Balompié,10000000,2022
286,Owen Wijndal,Left-Back,22,12000000,Netherlands,Eredivisie,AZ Alkmaar,Netherlands,Eredivisie,Ajax Amsterdam,10000000,2022
287,Marko Grujić,Defensive Midfield,26,12000000,England,Premier League,Liverpool FC,Portugal,Liga Portugal,FC Porto,9000000,2022
288,Samuele Ricci,Defensive Midfield,20,12000000,Italy,Serie A,FC Empoli,Italy,Serie A,Torino FC,8000000,2022
289,Antonin Barak,Attacking Midfield,28,12000000,Italy,Serie A,Hellas Verona,Italy,Serie A,ACF Fiorentina,8000000,2022
290,Billy Gilmour,Central Midfield,21,12000000,England,Premier League,Chelsea FC,England,Premier League,Brighton & Hove Albion,8000000,2022
291,Luiz Henrique,Right Winger,21,12000000,Brazil,Série A,Fluminense Football Club,Spain,LaLiga,Real Betis Balompié,8000000,2022
292,Angelo Fulgini,Attacking Midfield,25,12000000,France,Ligue 1,Angers SCO,Germany,Bundesliga,1.FSV Mainz 05,6000000,2022
293,Fábio Carvalho,Attacking Midfield,19,12000000,England,Premier League,Fulham FC,England,Premier League,Liverpool FC,5000000,2022
294,João Pedro,Centre-Forward,30,12000000,Italy,Serie B,Cagliari Calcio,Turkey,Süper Lig,Fenerbahce,4000000,2022
295,Idrissa Gueye,Central Midfield,32,12000000,France,Ligue 1,Paris Saint-Germain,England,Premier League,Everton FC,4000000,2022
296,Sérgio Oliveira,Central Midfield,30,12000000,Portugal,Liga Portugal,FC Porto,Turkey,Süper Lig,Galatasaray,3000000,2022
297,Maxi Gómez,Centre-Forward,26,12000000,Spain,LaLiga,Valencia CF,Turkey,Süper Lig,Trabzonspor,3000000,2022
298,Andrea Petagna,Centre-Forward,27,12000000,Italy,Serie A,SSC Napoli,Italy,Serie A,AC Monza,2000000,2022
299,Karl Toko Ekambi,Left Winger,30,12000000,France,Ligue 1,Olympique Lyon,France,Ligue 1,Stade Rennais FC,1000000,2022
300,Razvan Marin,Central Midfield,26,12000000,Italy,Serie B,Cagliari Calcio,Italy,Serie A,FC Empoli,1000000,2022
301,Boulaye Dia,Centre-Forward,25,12000000,Spain,LaLiga,Villarreal CF,Italy,Serie A,US Salernitana 1919,1000000,2022
302,Krzysztof Piatek,Centre-Forward,27,12000000,Germany,Bundesliga,Hertha BSC,Italy,Serie A,US Salernitana 1919,1000000,2022
303,Kevin Schade,Right Winger,21,12000000,Germany,Bundesliga,SC Freiburg,England,Premier League,Brentford FC,1000000,2022
304,Diego Llorente,Centre-Back,29,12000000,England,Premier League,Leeds United,Italy,Serie A,AS Roma,500k,2022
305,Sam Johnstone,Goalkeeper,29,12000000,England,Championship,West Bromwich Albion,England,Premier League,Crystal Palace,free transfer,2022
306,André Onana,Goalkeeper,26,12000000,Netherlands,Eredivisie,Ajax Amsterdam,Italy,Serie A,Inter Milan,free transfer,2022
307,Divock Origi,Centre-Forward,27,12000000,England,Premier League,Liverpool FC,Italy,Serie A,AC Milan,free transfer,2022
308,Clément Lenglet,Centre-Back,27,12000000,Spain,LaLiga,FC Barcelona,England,Premier League,Tottenham Hotspur,loan transfer,2022
309,Ángel Di María,Right Winger,34,12000000,France,Ligue 1,Paris Saint-Germain,Italy,Serie A,Juventus FC,free transfer,2022
310,Taty Castellanos,Centre-Forward,23,12000000,United States,MLS,New York City FC,Spain,LaLiga,Girona FC,loan transfer,2022
311,Adnan Januzaj,Right Winger,27,12000000,Spain,LaLiga,Real Sociedad,Spain,LaLiga,Sevilla FC,free transfer,2022
312,Loïc Badé,Centre-Back,22,12000000,France,Ligue 1,Stade Rennais FC,England,Premier League,Nottingham Forest,loan transfer,2022
313,Marcos Alonso,Left-Back,31,12000000,England,Premier League,Chelsea FC,Spain,LaLiga,FC Barcelona,free transfer,2022
314,Gustavo Scarpa,Attacking Midfield,28,12000000,Brazil,Paulistão A1 - Primeira fase,Sociedade Esportiva Palmeiras,England,Premier League,Nottingham Forest,free transfer,2022
315,Kasper Dolberg,Centre-Forward,25,12000000,France,Ligue 1,OGC Nice,Germany,Bundesliga,TSG 1899 Hoffenheim,loan transfer,2022
316,Bryan Gil,Left Winger,21,12000000,England,Premier League,Tottenham Hotspur,Spain,LaLiga,Sevilla FC,loan transfer,2022
317,Sergi Canós,Right Winger,25,12000000,England,Premier League,Brentford FC,Greece,Super League 1,Olympiacos Piraeus,loan transfer,2022
318,Matt Doherty,Right-Back,31,12000000,England,Premier League,Tottenham Hotspur,Spain,LaLiga,Atlético de Madrid,free transfer,2022
319,Andrey Santos,Central Midfield,18,12000000,England,Premier League,Chelsea FC,Brazil,Carioca - Taça Guanabara,Clube de Regatas Vasco da Gama,loan transfer,2022
320,Marcus Tavernier,Central Midfield,23,4000000,England,Championship,Middlesbrough FC,England,Premier League,AFC Bournemouth,11000000,2022
321,Julio Enciso,Centre-Forward,18,11000000,Paraguay,Primera División Clausura,Club Libertad Asunción,England,Premier League,Brighton & Hove Albion,11000000,2022
322,Youssouf Ndayishimiye,Centre-Back,24,7000000,Turkey,Süper Lig,Basaksehir FK,France,Ligue 1,OGC Nice,11000000,2022
323,Mario Lemina,Defensive Midfield,29,7000000,France,Ligue 1,OGC Nice,England,Premier League,Wolverhampton Wanderers,11000000,2022
324,Máximo Perrone,Defensive Midfield,20,8000000,Argentina,Liga Profesional,CA Vélez Sarsfield,England,Premier League,Manchester City,11000000,2022
325,Lyle Foster,Centre-Forward,22,2000000,Belgium,Jupiler Pro League,KVC Westerlo,England,Championship,Burnley FC,11000000,2022
326,Amin Sarr,Centre-Forward,21,3000000,Netherlands,Eredivisie,SC Heerenveen,France,Ligue 1,Olympique Lyon,11000000,2022
327,Joshua Zirkzee,Centre-Forward,21,11000000,Germany,Bundesliga,Bayern Munich,Italy,Serie A,Bologna FC 1909,8000000,2022
328,Matheus Henrique,Central Midfield,24,11000000,Brazil,Série B,Grêmio Foot-Ball Porto Alegrense,Italy,Serie A,US Sassuolo,8000000,2022
329,Ludovic Ajorque,Centre-Forward,28,11000000,France,Ligue 1,RC Strasbourg Alsace,Germany,Bundesliga,1.FSV Mainz 05,6000000,2022
330,Nicolás Tagliafico,Left-Back,29,11000000,Netherlands,Eredivisie,Ajax Amsterdam,France,Ligue 1,Olympique Lyon,4000000,2022
331,Mady Camara,Central Midfield,25,11000000,Greece,Super League 1,Olympiacos Piraeus,Italy,Serie A,AS Roma,1000000,2022
332,Flynn Downes,Central Midfield,23,2000000,Wales,Championship,Swansea City,England,Premier League,West Ham United,10000000,2022
333,Gabriel Sara,Central Midfield,23,6000000,Brazil,Série A,São Paulo Futebol Clube,England,Championship,Norwich City,10000000,2022
334,James Garner,Defensive Midfield,21,7000000,England,Premier League 2,Manchester United U21,England,Premier League,Everton FC,10000000,2022
335,Antoine Semenyo,Centre-Forward,23,3000000,England,Championship,Bristol City,England,Premier League,AFC Bournemouth,10000000,2022
336,Nicolás Ibáñez,Centre-Forward,28,7000000,Mexico,Liga MX Clausura,CF Pachuca,Mexico,Liga MX Clausura,Tigres UANL,10000000,2022
337,Dango Ouattara,Right Winger,20,10000000,France,Ligue 1,FC Lorient,England,Premier League,AFC Bournemouth,22000000,2022
338,Armel Bella-Kotchap,Centre-Back,20,10000000,Germany,Bundesliga,VfL Bochum,England,Premier League,Southampton FC,11000000,2022
339,Jakub Kaminski,Left Winger,20,10000000,Poland,Ekstraklasa,Lech Poznan,Germany,Bundesliga,VfL Wolfsburg,10000000,2022
340,Rúben Vinagre,Left-Back,23,5000000,England,Premier League,Wolverhampton Wanderers,Portugal,Liga Portugal,Sporting CP,10000000,2022
341,Jens Petter Hauge,Right Winger,22,8000000,Italy,Serie A,AC Milan,Germany,Bundesliga,Eintracht Frankfurt,10000000,2022
342,Giulian Biancone,Right-Back,22,4000000,France,Ligue 1,ESTAC Troyes,England,Premier League,Nottingham Forest,10000000,2022
343,Kristian Thorstvedt,Attacking Midfield,23,5000000,Belgium,Jupiler Pro League,KRC Genk,Italy,Serie A,US Sassuolo,10000000,2022
344,Luis Suárez,Centre-Forward,24,9000000,Spain,LaLiga2,Granada CF,France,Ligue 1,Olympique Marseille,10000000,2022
345,Junya Ito,Right Winger,29,7000000,Belgium,Jupiler Pro League,KRC Genk,France,Ligue 1,Stade Reims,10000000,2022
346,Borja Mayoral,Centre-Forward,25,9000000,Spain,LaLiga,Real Madrid,Spain,LaLiga,Getafe CF,10000000,2022
347,Armand Laurienté,Left Winger,23,7000000,France,Ligue 1,FC Lorient,Italy,Serie A,US Sassuolo,10000000,2022
348,Jeffinho,Left Winger,23,1000000,Brazil,Carioca - Taça Guanabara,Botafogo de Futebol e Regatas,France,Ligue 1,Olympique Lyon,10000000,2022
349,Ademola Lookman,Second Striker,24,10000000,Germany,Bundesliga,RB Leipzig,Italy,Serie A,Atalanta BC,9000000,2022
350,Guglielmo Vicario,Goalkeeper,25,10000000,Italy,Serie B,Cagliari Calcio,Italy,Serie A,FC Empoli,8000000,2022
351,Rolando Mandragora,Defensive Midfield,25,10000000,Italy,Serie A,Juventus FC,Italy,Serie A,ACF Fiorentina,8000000,2022
352,Gerónimo Rulli,Goalkeeper,30,10000000,Spain,LaLiga,Villarreal CF,Netherlands,Eredivisie,Ajax Amsterdam,8000000,2022
353,Joe Aribo,Attacking Midfield,25,10000000,Scotland,Premiership,Rangers FC,England,Premier League,Southampton FC,7000000,2022
354,Beto,Centre-Forward,24,10000000,Portugal,Liga Portugal,Portimonense SC,Italy,Serie A,Udinese Calcio,7000000,2022
355,Ozan Kabak,Centre-Back,22,10000000,Germany,Bundesliga,FC Schalke 04,Germany,Bundesliga,TSG 1899 Hoffenheim,7000000,2022
356,Sofiane Boufal,Left Winger,29,10000000,France,Ligue 1,Angers SCO,Qatar,Stars League,Al-Rayyan SC,6000000,2022
357,Mislav Orsic,Left Winger,30,10000000,Croatia,SuperSport HNL,GNK Dinamo Zagreb,England,Premier League,Southampton FC,5000000,2022
358,Gianluca Caprari,Second Striker,28,10000000,Italy,Serie A,UC Sampdoria,Italy,Serie A,Hellas Verona,5000000,2022
359,Kristjan Asllani,Defensive Midfield,20,10000000,Italy,Serie A,FC Empoli,Italy,Serie A,Inter Milan,4000000,2022
360,Wilfried Gnonto,Left Winger,18,10000000,Switzerland,Super League,FC Zürich,England,Premier League,Leeds United,4000000,2022
361,Hugo Duro,Centre-Forward,22,10000000,Spain,LaLiga,Getafe CF,Spain,LaLiga,Valencia CF,4000000,2022
362,Mahmoud Trezeguet,Left Winger,27,10000000,England,Premier League,Aston Villa,Turkey,Süper Lig,Trabzonspor,4000000,2022
363,Michy Batshuayi,Centre-Forward,28,10000000,England,Premier League,Chelsea FC,Turkey,Süper Lig,Fenerbahce,3000000,2022
364,Mario Götze,Attacking Midfield,30,10000000,Netherlands,Eredivisie,PSV Eindhoven,Germany,Bundesliga,Eintracht Frankfurt,3000000,2022
365,Gianluca Caprari,Second Striker,28,10000000,Italy,Serie A,Hellas Verona,Italy,Serie A,AC Monza,3000000,2022
366,Léo Dubois,Right-Back,27,10000000,France,Ligue 1,Olympique Lyon,Turkey,Süper Lig,Galatasaray,2000000,2022
367,Aster Vranckx,Central Midfield,19,10000000,Germany,Bundesliga,VfL Wolfsburg,Italy,Serie A,AC Milan,2000000,2022
368,Alexander Sörloth,Centre-Forward,26,10000000,Germany,Bundesliga,RB Leipzig,Spain,LaLiga,Real Sociedad,1000000,2022
369,Mathias Normann,Defensive Midfield,26,10000000,Russia,Premier Liga,FK Rostov,Russia,Premier Liga,Dynamo Moscow,1000000,2022
370,Romain Faivre,Right Midfield,24,10000000,France,Ligue 1,Olympique Lyon,France,Ligue 1,FC Lorient,1000000,2022
371,Aleksey Miranchuk,Attacking Midfield,26,10000000,Italy,Serie A,Atalanta BC,Italy,Serie A,Torino FC,980k,2022
372,Pierluigi Gollini,Goalkeeper,27,10000000,Italy,Serie A,Atalanta BC,Italy,Serie A,ACF Fiorentina,490k,2022
373,Alessio Cragno,Goalkeeper,28,10000000,Italy,Serie B,Cagliari Calcio,Italy,Serie A,AC Monza,400k,2022
374,Manu Sánchez,Left-Back,21,10000000,Spain,LaLiga,Atlético de Madrid,Spain,LaLiga,CA Osasuna,200k,2022
375,Cyle Larin,Centre-Forward,27,10000000,Turkey,Süper Lig,Besiktas JK,Belgium,Jupiler Pro League,Club Brugge KV,free transfer,2022
376,Ivan Perisic,Left Midfield,33,10000000,Italy,Serie A,Inter Milan,England,Premier League,Tottenham Hotspur,free transfer,2022
377,Federico Bernardeschi,Right Winger,28,10000000,Italy,Serie A,Juventus FC,Canada,MLS,Toronto FC,free transfer,2022
378,Alex Mowatt,Central Midfield,27,10000000,England,Championship,West Bromwich Albion,England,Championship,Middlesbrough FC,loan transfer,2022
379,Ander Herrera,Central Midfield,33,10000000,France,Ligue 1,Paris Saint-Germain,Spain,LaLiga,Athletic Bilbao,loan transfer,2022
380,Nicolò Rovella,Defensive Midfield,20,10000000,Italy,Serie A,Juventus FC,Italy,Serie A,AC Monza,loan transfer,2022
381,Stefan Posch,Centre-Back,25,10000000,Germany,Bundesliga,TSG 1899 Hoffenheim,Italy,Serie A,Bologna FC 1909,loan transfer,2022
382,Serhou Guirassy,Centre-Forward,26,10000000,France,Ligue 1,Stade Rennais FC,Germany,Bundesliga,VfB Stuttgart,loan transfer,2022
383,Ainsley Maitland-Niles,Right Midfield,25,10000000,England,Premier League,Arsenal FC,England,Premier League,Southampton FC,loan transfer,2022
384,Amine Harit,Attacking Midfield,25,10000000,Germany,Bundesliga,FC Schalke 04,France,Ligue 1,Olympique Marseille,loan transfer,2022
385,Allan,Defensive Midfield,31,10000000,England,Premier League,Everton FC,United Arab Emirates,UAE Pro League,Al-Wahda FC Abu Dhabi,free transfer,2022
386,Loïc Badé,Centre-Back,22,10000000,France,Ligue 1,Stade Rennais FC,Spain,LaLiga,Sevilla FC,loan transfer,2022
387,Kayky,Right Winger,19,10000000,England,Premier League 2,Manchester City U21,Brazil,Nordeste - Fase de Grupos,Esporte Clube Bahia,loan transfer,2022
388,Chris Wood,Centre-Forward,31,10000000,England,Premier League,Newcastle United,England,Premier League,Nottingham Forest,loan transfer,2022
389,Matheus Pereira,Attacking Midfield,26,10000000,Saudi Arabia,Saudi Pro League,Al-Hilal Saudi FC,United Arab Emirates,UAE Pro League,Al-Wahda FC Abu Dhabi,loan transfer,2022
390,Pape Gueye,Defensive Midfield,24,10000000,France,Ligue 1,Olympique Marseille,Spain,LaLiga,Sevilla FC,loan transfer,2022
391,Jeff Reine-Adélaïde,Attacking Midfield,25,10000000,France,Ligue 1,Olympique Lyon,France,Ligue 1,ESTAC Troyes,loan transfer,2022
392,Marquinhos,Right Winger,19,10000000,England,Premier League,Arsenal FC,England,Championship,Norwich City,loan transfer,2022
393,Florian Thauvin,Right Winger,30,10000000,Mexico,Liga MX Clausura,Tigres UANL,Italy,Serie A,Udinese Calcio,free transfer,2022
394,Loïs Openda,Centre-Forward,22,7000000,Belgium,Jupiler Pro League,Club Brugge KV,France,Ligue 1,RC Lens,9000000,2022
395,Cucho Hernández,Centre-Forward,23,9000000,England,Championship,Watford FC,United States,MLS,Columbus Crew,9000000,2022
396,José Manuel López,Centre-Forward,21,8000000,Argentina,Liga Profesional,Club Atlético Lanús,Brazil,Série A,Sociedade Esportiva Palmeiras,9000000,2022
397,João Victor,Centre-Back,23,8000000,Brazil,Série A,Sport Club Corinthians Paulista,Portugal,Liga Portugal,SL Benfica,9000000,2022
398,Andreas Pereira,Attacking Midfield,26,7000000,England,Premier League,Manchester United,England,Premier League,Fulham FC,9000000,2022
399,Ahmetcan Kaplan,Centre-Back,19,2000000,Turkey,Süper Lig,Trabzonspor,Netherlands,Eredivisie,Ajax Amsterdam,9000000,2022
400,Evander,Central Midfield,24,9000000,Denmark,Superligaen,FC Midtjylland,United States,MLS,Portland Timbers,9000000,2022
401,Miralem Pjanic,Central Midfield,32,9000000,Spain,LaLiga,FC Barcelona,United Arab Emirates,UAE Pro League,Sharjah FC,free transfer,2022
402,Lewis O'Brien,Central Midfield,23,3000000,England,Championship,Huddersfield Town,England,Premier League,Nottingham Forest,9000000,2022
403,Alphonse Areola,Goalkeeper,29,8000000,France,Ligue 1,Paris Saint-Germain,England,Premier League,West Ham United,9000000,2022
404,Gabriel Slonina,Goalkeeper,18,3000000,United States,MLS,Chicago Fire FC,England,Premier League,Chelsea FC,9000000,2022
405,Andrea Colpani,Central Midfield,23,2000000,Italy,Serie A,Atalanta BC,Italy,Serie A,AC Monza,9000000,2022
406,Perr Schuurs,Centre-Back,22,7000000,Netherlands,Eredivisie,Ajax Amsterdam,Italy,Serie A,Torino FC,9000000,2022
407,Christopher Wooh,Centre-Back,20,3000000,France,Ligue 1,RC Lens,France,Ligue 1,Stade Rennais FC,9000000,2022
408,Andreas Schjelderup,Left Winger,18,9000000,Denmark,Superligaen,FC Nordsjaelland,Portugal,Liga Portugal,SL Benfica,9000000,2022
409,Jonas Omlin,Goalkeeper,29,7000000,France,Ligue 1,Montpellier HSC,Germany,Bundesliga,Borussia Mönchengladbach,9000000,2022
